File,Skills
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_320\Recommendation_From_ID_340.txt,"['problem solve', 'customer service', 'interacting', 'communication', 'inquiry', 'empathy', 'nursing', 'nurse', 'nurse practice', 'nurse practice', 'leadership', 'managing healthcare', 'patient care', 'training programs', 'medical', 'nature', 'prioritize']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_321\Recommendation_From_ID_762.txt,"['project coordination', 'software project management', 'project management', 'software engineer', 'programming', 'collaborating', 'innovative', 'communication', 'leadership', 'creativity', 'professional development', 'management', 'reflects', 'planning', 'execution', 'creativity', 'team building']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_321\Recommendation_From_ID_477.txt,"['Act', 'budget', 'manager', 'managed', 'communication skills', 'creativity', 'm', 'budget', 'collaboration', 'sustainability', 'manage', 'activities', 'reflects', 'professional development', 'activities', 'illustrate', 'leadership', 'collaborative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_320\Recommendation_From_ID_840.txt,"['law enforcement', 'case', 'person', 'bilingual', 'social worker', 'vulnerable', 'managing', 'communication skills', 'collaborating', 'professionals', 'community', 'resources', 'person', 'nursing', 'nurse', 'patient care', 'effectively managed', 'effectively managed', 'managed nursing', 'care plans', 'leadership', 'person', 'advocacy', 'medical', 'social', 'professionals', 'positive', 'collaborative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_431.txt,"['month end closing', 'analytical skill', 'financial regulation', 'accountant', 'processed payroll', 'collaborating', 'management', 'controller', 'audits', 'accountant', 'accountant', 'processing payroll', 'communication', 'collaborative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_122.txt,"['small business accounting', 'tax preparation', 'financial statement', 'operational efficiency', 'financial management', 'payroll system', 'accountant', 'accountant', 'end closing', 'reliable', 'accountant', 'managing', 'collaborated', 'controllers', 'payroll processes', 'processes audits', 'processes audits', 'proactive', 'streamlining', 'professionalism', 'accountant']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_496.txt,"['organizational skill', 'ADP', 'accountant', 'professionals', 'accounting', 'accountant', 'management', 'accountant', 'effectively managed', 'payroll processes', 'analytical', 'adaptability']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_33.txt,"['corporate accounting', 'tax preparation', 'accountant', 'accounting', 'management', 'quickbooks', 'manage', 'leadership', 'c', 'level', 'accountant', 'maintaining', 'multitasking', 'professional', 'payroll professional']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_487.txt,"['accountant', 'adapting', 'collaborating', 'management', 'controllers', 'professionalism', 'accountant', 'month end', 'communication skills']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_463.txt,"['organizational skill', 'patient benefit', 'problem solve', 'interpersonal communication', 'patient advocacy', 'accountant', 'managing', 'collaborated', 'finance', 'payroll processes', 'processing payroll', 'managing financial', 'managing financial', 'financial', 'industry standards', 'reflects', 'professionalism', 'reliability', 'management', 'analytical', 'position']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_652.txt,"['accountant', 'accountant', 'manages', 'process payroll', 'maintaining', 'collaborating', 'management', 'multitasking', 'prioritizing', 'optimize processes']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_324\Recommendation_From_ID_132.txt,"['financial planning', 'operational efficiency', 'analytical skill', 'finance', 'leadership', 'exhibited', 'finance', 'industry', 'budgeting processes', 'managing', 'operational expenses', 'leadership', 'vendor relationships', 'proactive', 'collaborating', 'cross functional teams', 'yield']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_255.txt,"['manage account', 'account payable', 'internal control', 'seasoned', 'accountant', 'accounting', 'financial reporting', 'professionalism', 'receivable', 'reconciliations', 'integral', 'decision processes', 'accountant', 'managing', 'operations', 'collaborating', 'payroll processes', 'executed', 'professionals', 'accounting', 'accountant', 'managing', 'collaborative', 'work environment', 'maintain', 'accountants']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_676.txt,"['payroll system', 'financial analysis', 'ADP', 'financial accountant', 'accountant', 'professionalism', 'processed payroll', 'multitasking', 'managing', 'collaborated', 'management', 'month end', 'audits', 'leadership']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_324\Recommendation_From_ID_298.txt,"['financial analysis', 'strategic planning', 'financial planning', 'operational excellence', 'financial analysis', 'operations', 'finance', 'manager', 'budgeting', 'collaborating', 'finance', 'finance', 'exhibits', 'track', 'managing', 'budgets', 'successfully driven', 'collection', 'enforcement operations', 'reporting systems', 'operating expenses', 'leadership', 'position']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_327\Recommendation_From_ID_909.txt,"['information technology', 'financial regulation', 'organizational skill', 'problem solve', 'information assurance', 'accountant', 'cybersecurity', 'network defense', 'managed', 'budgets', 'audits', 'coordinating', 'troubleshooting network', 'collaborating', 'sensitive information', 'sensitive information', 'cybersecurity']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_325\Recommendation_From_ID_104.txt,"['problem solve', 'bilingual', 'community', 'empowerment', 'vulnerable', 'coordinating', 'community', 'resources', 'sensitive topics', 'teamwork', 'communication', 'coordinator', 'honed', 'community', 'community', 'coordinating', 'managing volunteers', 'collaborative', 'leadership community', 'positive']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_327\Recommendation_From_ID_47.txt,"['information technology', 'information technology', 'system configuration', 'operational efficiency', 'software system', 'problem solve', 'information technology', 'technical acumen', 'accountant', 'collaborate', 'managing network', 'network connectivity', 'network connectivity', 'proactive', 'collaborating', 'maintaining', 'communication', 'interaction', 'collaborative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_572.txt,"['accounting', 'professional', 'financial reporting', 'accountant', 'management', 'process payroll', 'streamlined', 'operations', 'collaborates', 'communication skills', 'maintained', 'collaboration', 'leadership', 'professionalism', 'reliability']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_54.txt,"['inventory management', 'process improvement', 'accounting', 'professional', 'drawing', 'accounting', 'adapt', 'reconciliations', 'analytical', 'streamlined', 'operations', 'accountant', 'professionalism', 'integrity', 'managing', 'high level', 'month end', 'audits', 'instrumental', 'accounting practices']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_771.txt,"['organizational skill', 'customer service', 'strategic planning', 'product promotion', 'accountant', 'position', 'finance', 'product specialist', 'accountant', 'management', 'maintaining', 'efficient operations', 'analytical', 'accountant', 'inquiries', 'teamwork']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_328\Recommendation_From_ID_988.txt,"['strategic planning', 'information technology', 'information technology', 'desktop support', 'infrastructure management', 'service level', 'service level agreement', 'disaster recovery', 'information technology', 'operational management', 'collaborating', 'professional', 'troubleshooting', 'landscape', 'systems performance', 'executing', 'system security', 'maintaining', 'documentation practices', 'collaborative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_326\Recommendation_From_ID_284.txt,"['problem solve', 'performance management', 'inventory control', 'customer satisfaction', 'regulatory compliance', 'professional', 'operational management', 'management field', 'management field', 'landscape', 'integrity', 'manager', 'operations', 'landscape', 'banking', 'industry', 'effectively managing', 'communicate', 'teamwork', 'landscape', 'analytical']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_323\Recommendation_From_ID_618.txt,"['relationship building', 'sales professional', 'sales', 'sales', 'sales', 'negotiation', 'customer interaction', 'drawing', 'nursing', 'professional', 'sales', 'communicate', 'medical', 'sales', 'presenting', 'healthcare professionals', 'collaborative', 'interaction']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_322\Recommendation_From_ID_726.txt,"['financial regulation', 'organizational skill', 'accountant', 'managing financial', 'managing financial', 'operations', 'accountant', 'management', 'accounts', 'accounting practices', 'accountant', 'managed', 'streamlining', 'payroll processes', 'additionally', 'coordinating', 'management', 'communicate']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_324\Recommendation_From_ID_271.txt,"['financial management', 'financial planning', 'operational efficiency', 'organizational performance', 'financial acumen', 'operational excellence', 'finance', 'capital', 'investment', 'planning', 'financial reporting', 'executed', 'budgets', 'honing', 'forecasting', 'finance', 'operational budgets', 'coupled', 'managing', 'budgets', 'professionals', 'leadership', 'finance']"
